"","Name","JapaneseName","Station","FirstCategory","SecondCategory","DinnerPrice","LunchPrice","TotalRating","DinnerRating","LunchRating","ReviewNum","Lat","Long"
"141","torisemmontenyamadori  ","鶏専門店山鶏","Kyoto","Yakitori (Grilled chicken)","Sukiyaki","￥3000～￥3999",NA,3.38,3.38,NA,14,34.9893744850266,135.758834824231
"142","satsumachirandorikuroyakibeppinya  ","さつま知覧どり 黒焼き べっぴんや","Karasuma","Izakaya (Tavern)","Fowl","￥3000～￥3999",NA,3.48,3.46,3.08,39,35.0024498377811,135.763680208698
"143","zensekikoshitsuizakayasakurazaka  ","全席個室居酒屋 桜坂 河原町店","Sanjo","Izakaya (Tavern)","Seafood","￥2000～￥2999",NA,3,3,NA,4,35.0076434580508,135.770025878736
"144","Chiritorinabeiyama  ","ちりとり鍋 伊山","Kitano Hakubaicho","Chiritori nabe (tripe)","Korean cuisine","￥4000～￥4999",NA,3.52,3.52,NA,24,35.0266908875947,135.733680472959
"145","Mayonakashokudouchoujuugigarokkaku  ","真夜中食堂 鳥獣戯画 六角","Karasuma Oike","Izakaya (Tavern)","Fowl","￥2000～￥2999",NA,3.06,3.06,NA,3,35.0077163534109,135.755477314134
"146","Bankettonishiki  ","ばんけっと Nishiki.","Karasuma","Japanese food (other)","Izakaya (Tavern)","￥4000～￥4999",NA,3.15,3.15,NA,7,35.0051393378696,135.760538380364
"147","Roppakuyakado  ","Roppakuya KADO","Karasuma","Izakaya (Tavern)","Wine bar","￥3000～￥3999",NA,3.06,3.06,NA,7,35.0044689590267,135.757541181135
"148","Parinijuuikku  ","パリ21区","Kawaramachi","Steak","Beer","￥2000～￥2999","￥1000～￥1999",3.15,3.06,3.3,45,35.0051732085629,135.766597896551
"149","ajidokorosamon  ","味どころ 佐門","Sai","Izakaya (Tavern)","Okinawan Cuisine","￥3000～￥3999"," ～￥999",3.05,3.04,3.03,2,35.0039066692894,135.734330079148
"150","Ajidokoroterasaki  ","味処てらさき","Kyoto","Kaiseki (Traditional Japanese)","Seafood","￥8000～￥9999",NA,3.52,3.52,NA,8,34.9884436069205,135.750571386701
"151","STRADA  ","リストランテ ストラーダ","Kyoto Shiyakusho Mae","Italian",NA,"￥6000～￥7999","￥2000～￥2999",3,3.02,3,18,35.0111700267108,135.764283368223
"152","Nonkitei  ","呑寄亭","Gion Shijo","Kappo (Traditional Japanese)","Creative cuisine","￥8000～￥9999",NA,3.47,3.47,NA,20,35.005610543325,135.775718785592
"153","kyouryourikaji  ","京料理 かじ","Marutamachi","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥8000～￥9999","￥5000～￥5999",3.56,3.54,3.51,67,35.0172339290037,135.754474736969
"154","nikugaumaikafenikkusutokku  ","肉が旨いカフェ NICK STOCK 京都リサーチパーク店","Tambaguchi","Cafe","Steak","￥2000～￥2999","￥1000～￥1999",3.19,3.09,3.14,41,34.9955417719794,135.736694990099
"155","momojirouichiba  ","ももじろう市場 京福北野白梅町駅前店","Kitano Hakubaicho","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.05,3.05,NA,3,35.0271719225443,135.732265846074
"156","Waraiya  ","笑い屋","Kawaramachi","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥4000～￥4999",NA,3.09,3.1,NA,27,35.0028114876945,135.764935643338
"157","Ryouma  ","龍馬 三条烏丸","Karasuma Oike","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.03,3.04,NA,1,35.0085699666364,135.760825441782
"158","Nihonryouriukihashi  ","浮橋","Kyoto","Kaiseki (Traditional Japanese)","Kyoto Cuisine","￥8000～￥9999","￥3000～￥3999",3.53,3.51,3.54,42,34.9860781841528,135.759591579816
"159","Sushiyoshino  ","寿司吉乃 先斗町","Sanjo","Sushi","Kappo (Traditional Japanese)","￥6000～￥7999","￥2000～￥2999",3.06,3.06,NA,3,35.0081457443705,135.770947398464
"160","Tsuneo  ","ツネオ","Gion Shijo","Kappo (Traditional Japanese)","Wine bar","￥10000～￥14999",NA,3.52,3.52,NA,8,35.000280609852,135.778695172693
"161","KYOTO GATTEN  ","酒と肉天ぷら 勝天","Gion Shijo","Tempura","Sushi","￥3000～￥3999","￥1000～￥1999",3.09,3.06,3.18,11,35.0040634027413,135.770918699917
"162","Figerasu  ","フィゲラス","Gion Shijo","Spain","Bar","￥5000～￥5999",NA,3.06,3.06,NA,14,35.0047133675842,135.772886006607
"163","LOTUS  ","スモーク＆グリル ロータス","Shijo","Italian","Izakaya (Tavern)","￥4000～￥4999",NA,3.42,3.42,NA,30,35.0042639780311,135.757373982236
"164","Saredokafe  ","saredoかふぇ","Kyoto","Cafe","Crepes","￥1000～￥1999","￥1000～￥1999",3.11,3,3.12,21,34.9890664307592,135.757022211173
"165","Kushinobou  ","串の坊 京都駅店","Kyoto","Kushi-age (Fried Skewer)",NA,"￥4000～￥4999","￥1000～￥1999",3.06,3.07,3,22,34.98607954286,135.757872000343
"166","Kaisendokoroichi  ","海鮮処　一","Karasuma","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.08,3.09,NA,5,35.0072254458004,135.764121618828
"167","Kyuushuunecchuuya  ","九州 熱中屋 四条大宮 LIVE","Omiya","Izakaya (Tavern)","Dumplings","￥3000～￥3999",NA,3.08,3.09,3.04,12,35.0047043374916,135.74884411481
"168","Nosutarujia  ","ノスタルジア","Kyoto Shiyakusho Mae","Dining bar","Italian","￥3000～￥3999",NA,3.04,3.04,NA,14,35.0100432814247,135.768785546195
"169","sakesakanatanagokoro  ","酒・肴 タナゴコロ","Gojo","Izakaya (Tavern)","Japanese food (other)","￥4000～￥4999",NA,3.06,3.06,NA,9,34.9977994824742,135.762570792723
"170","mo-shondaina-  ","MOTION DINER KYOTO","Kyoto Shiyakusho Mae","Cafe","Burger","￥2000～￥2999","￥1000～￥1999",3.12,3.05,3.12,19,35.0079904252289,135.767628236827
"171","Sumibikushiyakitsujiya  ","つじや 四条御幸町店","Kawaramachi","Yakitori (Grilled chicken)","Izakaya (Tavern)","￥3000～￥3999",NA,3.05,3.05,NA,10,35.0029592732293,135.766284691163
"172","Tenshinchashitsu  ","點心茶室 京都店","Kyoto","Shanghai Cuisine","Cantonese Cuisine","￥3000～￥3999","￥1000～￥1999",3.54,3.51,3.52,52,34.9858540036173,135.757424825642
"173","Haiborubakyoutokarasumaichikyuuniisan  ","ハイボールバー京都烏丸1923","Karasuma","Bar","Bar","￥2000～￥2999","￥2000～￥2999",3.22,3.22,NA,4,35.0046028542619,135.758724410036
"174","Oumigyuuyakinikumeitokuya  ","近江牛焼肉 銘特屋","Jujo","Yakiniku (BBQ Beef)",NA,"￥4000～￥4999",NA,3,3,3.04,2,34.9695735185194,135.757181706528
"175","Mukadeya  ","百足屋 本店","Karasuma","Kyoto Cuisine","Japanese food (other)","￥6000～￥7999","￥3000～￥3999",3.07,3,3.08,21,35.005659231154,135.756468653259
"176","Hanagokoro  ","花ごころ","Hanazono","Kyoto Cuisine","Shojin Cuisine (Buddhist Cuisine)","￥3000～￥3999","￥1000～￥1999",3.08,3.09,3.06,11,35.0211042512664,135.721942974391
"177","Rakuza  ","楽坐 京都本店","Kyoto","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.22,3.22,NA,29,34.988146543692,135.75785468439
"178","Monakadou  ","もなか堂","Kawaramachi","Izakaya (Tavern)","Creative cuisine","￥3000～￥3999",NA,3.07,3.08,NA,10,35.0046222883179,135.769911094623
"179","kyoutoayanokoujimangetsunohana  ","京都綾小路 満月の花","Karasuma","Sweets","Japanese food (other)","￥2000～￥2999"," ～￥999",3.26,3.09,3.21,26,35.0025617701124,135.763672148658
"180","shunsaibaruiberiko  ","旬彩バル イベリコ","Sanjo","Dining bar","Creative cuisine","￥3000～￥3999",NA,3.05,3.05,NA,4,35.0075957803491,135.769639476852
"181","Ikiikiudon  ","いきいきうどん 京都店","Karasuma Oike","Udon","Japanese food (other)"," ～￥999"," ～￥999",3.18,3.09,3.14,47,35.0112104746148,135.758368024296
"182","zasera-kyouto  ","The Cellar KYOTO","Kyoto Shiyakusho Mae","Dining bar","Kappo (Traditional Japanese)","￥6000～￥7999",NA,3.05,3.05,NA,2,35.0093689200271,135.769410525339
"183","Daikokuebisu  ","大黒戎","Saiin","Yakiniku (BBQ Beef)","Korean cuisine","￥4000～￥4999",NA,3.06,3.06,NA,15,35.0033844419695,135.73084039301
"184","kaitoshirowainnobarukakimaru  ","貝と白ワインのバル KAKIMARU 七条店","Kyoto","Bar","Italian","￥3000～￥3999",NA,3,3,NA,8,34.9893858083232,135.755149018704
"185","chisouyouga  ","馳走 陽雅","Gojo","Kaiseki (Traditional Japanese)","Kyoto Cuisine","￥10000～￥14999","￥6000～￥7999",3.63,3.61,3.51,8,34.9940370483543,135.759205967623
"186","Kushiyamonogatari  ","串家物語 京都ヨドバシ店","Kyoto","Kushi-age (Fried Skewer)","Izakaya (Tavern)","￥2000～￥2999","￥1000～￥1999",3,3,3.01,14,34.9881307373069,135.759300676139
"187","nihonshubarujinsuke  ","日本酒バル JINSUKE","Karasuma","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.05,3.05,NA,8,35.0026117668848,135.763793525165
"188","Hanatanuki  ","花たぬき 御池店","Nishioji Oike","Izakaya (Tavern)","Okonomiyaki","￥3000～￥3999",NA,3.01,3.01,NA,11,35.011192518789,135.732162145963
"189","izakayaba-shiba  ","居酒屋BAR SIBA","Gion Shijo","Izakaya (Tavern)","Japanese food (other)","￥3000～￥3999",NA,3.03,3.03,NA,2,35.0048497374475,135.772631854769
"190","Satsumagokamon  ","薩摩ごかもん 京都四条烏丸本店","Karasuma","Izakaya (Tavern)","Sukiyaki","￥3000～￥3999"," ～￥999",3.07,3.09,3,27,35.0040723797291,135.760114596783
"191","Kyoutoyamanashiyakitorikanazawa  ","京都山科 焼鳥 かなざわ","Keihan Yamashina","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥3000～￥3999",NA,3.06,3.06,NA,36,34.9913314236335,135.818192026742
"192","Himiko  ","卑弥呼 舞鶴","Higashi Maizuru","Izakaya (Tavern)","Seafood","￥4000～￥4999","￥1000～￥1999",3.12,3.08,3.21,29,35.4756594489946,135.394954321689
"193","koshitsuichiammasamunebettei  ","個室 一庵正宗 別邸 京都木屋町店 ","Gion Shijo","Izakaya (Tavern)","Dining bar","￥2000～￥2999","￥2000～￥2999",3.06,3.06,NA,2,35.0048052648707,135.770748957635
"194","CHULETA  ","チュレタ","Gion Shijo","Spain","Bar","￥5000～￥5999","￥1000～￥1999",3.58,3.58,3.06,24,35.004132038915,135.772773820467
"195","GRILL&PUB The NICK STOCK  ","GRILL&PUB The NICK STOCK 三条河原町店","Sanjo","Steak","Bar","￥2000～￥2999","￥1000～￥1999",3,3.06,3,19,35.008732885782,135.769916345949
"196","Choushuuryourikyoumon  ","町衆料理 京もん","Sanjo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥5000～￥5999","￥2000～￥2999",3.07,3.08,NA,34,35.0092956151734,135.770592097252
"197","Brochette  ","ブロシェット","Karasuma Oike","Western (Others)","French","￥3000～￥3999","￥1000～￥1999",3.55,3.54,3.51,44,35.0103900554259,135.761151164263
"198","Ilifune  ","ilifune","Jingu Marutamachi","Dining bar","Italian","￥3000～￥3999",NA,3.06,3.06,NA,1,35.0167886687495,135.768654135428
"199","Satsuki  ","さつき","Kyoto Shiyakusho Mae","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥10000～￥14999",NA,3.51,3.51,NA,5,35.0118947848042,135.770775017945
"200","Kaitoshirowainnobarukakimaru  ","貝と白ワインのバル KAKIMARU 西院店","Saiin","Bar","Izakaya (Tavern)","￥3000～￥3999",NA,3.04,3.04,NA,3,35.0023837266776,135.731470386764
"201","Sandaimetorimero  ","三代目 鳥メロ 四条烏丸店","Shijo","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥2000～￥2999",NA,3,3,NA,2,35.0039504023623,135.757482876519
"202","Furenchibado  ","フレンチバード","Kyoto Shiyakusho Mae","French","Bistro","￥4000～￥4999","￥1000～￥1999",3.06,3.06,NA,11,35.0136922748397,135.765308722494
"203","BISTRO BAR A VIN  C  ","ビストロ セー","Shijo","Bistro","Seafood","￥2000～￥2999","￥3000～￥3999",3.51,3.51,3.1,49,35.0013962432629,135.758178491902
"204","Figerasu  ","フィゲラス 烏丸店","Karasuma","Spain","Bar","￥3000～￥3999",NA,3.04,3,3.06,11,35.0062093790221,135.760437804883
"205","Sorekaraayanokouji  ","それから 綾小路","Shijo","Izakaya (Tavern)","Japanese food (other)","￥4000～￥4999",NA,3,3,NA,10,35.0024459092234,135.761385121707
"206","nikugaumaikafenikkusutokku  ","肉が旨いカフェ NICK STOCK イオンモールKYOTO店","Toji","Cafe","Steak","￥1000～￥1999","￥1000～￥1999",3.19,3.11,3.09,17,34.9831039778838,135.755014596872
"207","Teppankushiyakisakura  ","鉄板串焼き 咲蔵","Chushojima","Izakaya (Tavern)","Teppanyaki","￥3000～￥3999"," ～￥999",3.05,3.04,3.05,7,34.9304169208423,135.759897728248
"208","TORIBUN  ","炭焼家 酉文","Kawaramachi","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥3000～￥3999","￥1000～￥1999",3.02,3.02,3.02,10,35.0040039412769,135.769580202706
"209","Supuringubareburuwarikyouto  ","スプリングバレーブルワリー 京都","Kawaramachi","Dining bar","Cafe","￥3000～￥3999","￥1000～￥1999",3.53,3.52,3.43,36,35.0054145412285,135.764856918916
"210","Bistro SUMIRE Chinese   ","Bistro SUMIRE Chinese ","Gion Shijo","Chinese","Dim sum","￥8000～￥9999",NA,3.35,3.35,NA,13,35.0018691814228,135.77025635595
"211","Bisutoroemuiaru  ","ビストロMER","Gion Shijo","Bistro","Italian","￥4000～￥4999",NA,3.48,3.48,NA,20,35.0058615735432,135.772624864318
"212","Daitouryou  ","大當両","Gion Shijo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥6000～￥7999","￥4000～￥4999",3.08,3.05,3.13,16,35.0046850072479,135.771166428501
"213","Nagomijun  ","和 旬゛","Shijo","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥6000～￥7999","￥3000～￥3999",3.15,3.15,3.05,16,35.0048941434939,135.754802777872
"214","Hiroya  ","ひろや","Kurama","Kaiseki (Traditional Japanese)","Kyoto Cuisine","￥15000～￥19999","￥15000～￥19999",3.59,3.59,3.57,51,35.1224245875838,135.763415575783
"215","Kenedhikurabu  ","ケネディクラブ","Sanjo","Bar","Italian","￥3000～￥3999",NA,3.04,3.04,NA,2,35.0101227508598,135.770702883301
"216","zensekikoshitsuizakayataketorinoneiro  ","全席個室居酒屋 竹取の音色 京都駅前店","Kyoto","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3,3,NA,10,34.9873619562937,135.760768922931
"217","Miho  ","味峯 四条壬生店","Shijo Omiya","Izakaya (Tavern)","Okinawan Cuisine","￥3000～￥3999",NA,3.12,3.12,NA,20,35.0034141056446,135.743572945316
"218","Chabana  ","ちゃばな  七条新町店","Kyoto","Okonomiyaki","Izakaya (Tavern)","￥2000～￥2999",NA,3.01,3.01,NA,8,34.9893539073314,135.757441329796
"219","Akayashiro  ","あかやしろ","Tambaguchi","Horumon (BBQ Offel)","Yakiniku (BBQ Beef)","￥4000～￥4999",NA,3.52,3.52,3.03,37,34.9936908501078,135.736194839079
"220","Sousakukoshitsuizakayasugiurakyoutoekimaeshichijouten  ","創作個室居酒屋すぎうら 京都駅前七条店","Shichijo","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.18,3.18,NA,2,34.989451476559,135.762002057647
"221","Sakanayariichi  ","酒肴菜や 利一","Keihan Yamashina","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.05,3.05,NA,10,34.9910711240413,135.815349219266
"222","yasaidainingukusushi  ","野菜ダイニング 薬師","Sanjo","Vegetable dishes","Izakaya (other)","￥3000～￥3999",NA,3.05,3.06,NA,5,35.0084462392183,135.769311964896
"223","nikuyanodaidokoro  ","肉屋の台所 京都木屋町ミート","Sanjo","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥3000～￥3999","￥1000～￥1999",3,3,3.03,6,35.0082829459208,135.770604087326
"224","Miyagawachousaka  ","宮川町 さか","Gion Shijo","Italian","French","￥20000～￥29999","￥10000～￥14999",3.09,3.09,NA,11,34.9991239314915,135.770942814225
"225","Kashiwa  ","かしわ 祇園豆六小路","Gion Shijo","Yakitori (Grilled chicken)","Fowl","￥3000～￥3999",NA,3.06,3.06,NA,11,35.0052630628078,135.774706385671
"226","Iorisantouka  ","庵 山頭火","Emmachi","Izakaya (Tavern)","Kyoto Cuisine","￥3000～￥3999",NA,3.05,3.05,NA,5,35.0173968112083,135.7296451249
"227","Kyuushuunecchuuya  ","九州 熱中屋 桂 LIVE","Katsura","Izakaya (Tavern)","Dumplings","￥3000～￥3999",NA,3.03,3.03,NA,3,34.9796412396191,135.704267304194
"228","kyoutokushidokoroazumaya  ","京都串処東屋","Sanjo","Yakitori (Grilled chicken)","Izakaya (Tavern)","￥1000～￥1999",NA,3,3,NA,1,35.0072069503946,135.770632467843
"229","Chizutakkarubitonichinandorisachi  ","チーズタッカルビと日南どり 幸","Saiin","Izakaya (Tavern)","Bar","￥3000～￥3999",NA,3.04,3.04,NA,3,35.0030103264823,135.731479523822
"230","Shunsaifujii  ","旬菜 ふじ井","Kitaoji","Kappo (Traditional Japanese)","Kaiseki (Traditional Japanese)","￥8000～￥9999","￥5000～￥5999",3.35,3.35,NA,6,35.0433171469793,135.761285414868
"231","Hitotose  ","ひととせ","Kyoto","Japanese food (other)","Izakaya (Tavern)","￥3000～￥3999",NA,3,3,NA,3,34.9894061814444,135.760732165197
"232","Bairan  ","梅蘭 イオンモール京都桂川店","Katsuragawa","Chinese","Dim sum","￥1000～￥1999"," ～￥999",3.12,3.1,3.07,29,34.9638660290022,135.706929476087
"233","Setsugekka  ","雪月花","Kyoto Shiyakusho Mae","Bar","Lounge","￥2000～￥2999",NA,3.13,3.13,3.06,35,35.0088372302662,135.764832596683
"234","yakinikutobi-ruichibakouji  ","焼肉とビール 市場小路 四条烏丸店","Karasuma","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥4000～￥4999","￥1000～￥1999",3.06,3.05,3.06,4,35.0041026546082,135.760134038219
"235","Sandaimetorimero  ","三代目 鳥メロ 四条大宮店","Shijo Omiya","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥2000～￥2999",NA,3.04,3.04,3.04,5,35.0039008051422,135.748432797077
"236","zensekikoshitsuizakayatsukinokakehashi  ","全席個室居酒屋 月のかけはし 京都駅前店","Kyoto","Izakaya (Tavern)","Regional Cuisine (Other)","￥3000～￥3999",NA,3,3,NA,6,34.9874163946048,135.760751144123
"237","tounyuutonshabutoratarou  ","豆乳とんしゃぶ 寅太郎","Shijo","Kaiseki (Traditional Japanese)","Shabu Shabu (Japanese Steamboat)","￥5000～￥5999","￥3000～￥3999",3,3,3.06,31,35.0014854399394,135.760442744194
"238","Dainingunagomi  ","Dining Nagomi 山科店","Keihan Yamashina","Izakaya (Tavern)","Japanese food (other)","￥2000～￥2999",NA,3,3,NA,8,34.9896417987219,135.813416667795
"239","Mossannobetayaki  ","モッさんのべた焼","Sai","Okonomiyaki","Horumon (BBQ Offel)","￥2000～￥2999"," ～￥999",3.51,3.51,3.06,19,35.0030579623755,135.73955107351
"240","gionnotonjiruyasanadachiya  ","ぎおんの豚汁屋さん あだち家","Gion Shijo","Regional Cuisine (Other)","Nihonshu (Japanese sake)","￥3000～￥3999",NA,3.15,3.15,NA,11,35.0046578468005,135.774536705406
"241","Gottie'sBEEF  ","ゴッチーズビーフ 四条木屋町","Gion Shijo","Steak","Yakiniku (BBQ Beef)","￥4000～￥4999","￥1000～￥1999",3.09,3.09,3.07,50,35.0042139376688,135.770659547842
"242","pasutakorekushonandoba-dougetsuneo  ","Pasta Collection &  Bar 道月neo","Shijo","Izakaya (Tavern)","Pasta","￥4000～￥4999","￥1000～￥1999",3.43,3.09,3.52,9,35.0023747986738,135.760981825142
"243","Shougetsu  ","将月 河原町店","Kawaramachi","Okonomiyaki","Teppanyaki","￥2000～￥2999"," ～￥999",3.08,3.09,3.07,22,35.0067669680697,135.768950127822
"244","Kampaiboupuruda  ","韓杯房 PURUDA. 三条木屋町店","Sanjo","Korean cuisine","Yakiniku (BBQ Beef)","￥3000～￥3999",NA,3,3,NA,4,35.010283845264,135.770732873394
"245","teppandainingugionshou  ","鉄板Dining祇園 翔 四条烏丸店","Karasuma","Izakaya (Tavern)","Italian","￥2000～￥2999",NA,3.03,3.03,3,2,35.0047547729186,135.758178337282
"246","Sajiki  ","桟敷","Karasuma","Izakaya (Tavern)","Japanese food (other)","￥4000～￥4999",NA,3,3,NA,21,35.0062516368031,135.762732301268
"247","gansochiriteppanyakimotsunabeakachiriya  ","元祖 ちり鉄板焼×もつ鍋 赤ちり屋 京都駅八条口店","Kyoto","Motsu Nabe (Offel Hot Pot)","Izakaya (Tavern)","￥3000～￥3999",NA,3.02,3.03,3,12,34.9830487933671,135.760015850726
"248","Nikumon  ","肉もん","Omiya","Yakiniku (BBQ Beef)","Izakaya (Tavern)","￥3000～￥3999",NA,3,3,NA,11,35.0043274276467,135.748516937114
"249","pontochouyakinikuyaruki  ","先斗町焼肉　やる気","Sanjo","Yakiniku (BBQ Beef)","Bar","￥3000～￥3999",NA,3.06,3.06,NA,4,35.0075863598508,135.770952701556
"250","BAR-CERVECERIA xativa  ","シャティバ","Kyoto Shiyakusho Mae","Spain","Bar","￥3000～￥3999",NA,3.45,3.45,NA,12,35.0130748179604,135.770174741391
"251","Ginnan  ","ぎんなん","Kyoto","Izakaya (Tavern)","Tofu","￥4000～￥4999",NA,3.05,3.05,NA,11,34.9893875390549,135.758827324252
"252","Kyuushuunecchuuya  ","九州 熱中屋 伏見桃山 LIVE","Fushimi Momoyama","Izakaya (Tavern)","Dumplings","￥3000～￥3999",NA,3,3,NA,6,34.9332650315496,135.764592762749
"253","konken  ","コンケン","Kawaramachi","Thailand cooking","Izakaya (Tavern)","￥1000～￥1999"," ～￥999",3.12,3.09,3.08,7,35.0047954829718,135.767272580132
"254","Yakinikuhorumonanju  ","焼肉･ホルモン あんじゅ","Karasuma","Yakiniku (BBQ Beef)","Korean cuisine","￥3000～￥3999",NA,3,3,NA,5,35.0050667494906,135.761928011508
"255","Yamabanaheihachidiya  ","山ばな平八茶屋","Shugakuin","Kyoto Cuisine","Kaiseki (Traditional Japanese)","￥10000～￥14999","￥4000～￥4999",3.56,3.54,3.48,29,35.0540652185977,135.791069150017
"256","Idutsuya  ","いづつ家 三条店","Karasuma Oike","Yakiniku (BBQ Beef)","Horumon (BBQ Offel)","￥5000～￥5999",NA,3.28,3.28,3,9,35.0094799167364,135.763540729937
"257","Kyouyoushokumatsumoto  ","京洋食　まつもと","Karasuma","Western Cuisine","French","￥4000～￥4999","￥1000～￥1999",3.33,3.12,3.43,20,35.0062209598182,135.755592651184
"258","Ashuckurk  ","アシュクルク","Demachiyanagi","Bistro","Bar","￥3000～￥3999",NA,3,3,NA,7,35.0282667028448,135.774100099116
"259","ITALIAN BAR MODERNTIMES  ","イタリアンバール モダンタイムス","Marutamachi","Italian","Pizza","￥2000～￥2999"," ～￥999",3.29,3.16,3.27,15,35.0134296607426,135.75716857729
"260","Aiyoxtsu  ","あいよっ！","Karasuma Oike","Kushi-age (Fried Skewer)","Izakaya (Tavern)","￥1000～￥1999"," ～￥999",3.05,3.05,3.04,5,35.0083908126893,135.760456591774
"261","Chanchi  ","チャンチ 京都店 ","Kyoto","Korean cuisine","Izakaya (Tavern)","￥2000～￥2999"," ～￥999",3.46,3.05,3.46,34,34.9882018356172,135.759003197571
"262","SHUKURA  ","酒蔵","Sanjo","Bar","Nihonshu (Japanese sake)","￥3000～￥3999",NA,3.06,3.06,NA,5,35.0083132271355,135.770986276413
"263","mikusoroji-ba-sumu-su  ","mixologybar smooth","Gion Shijo","Bar","Dining bar","￥2000～￥2999",NA,3.05,3.05,NA,3,35.0048785884352,135.770638685639
"264","Kinugawa  ","きぬがわ","Gojo","Kappo (Traditional Japanese)","Shabu Shabu (Japanese Steamboat)","￥6000～￥7999","￥2000～￥2999",3.42,3.42,NA,8,34.9965550946793,135.758193991288
"265","Momojirou  ","ももじろう 今出川百万遍店","Demachiyanagi","Izakaya (Tavern)","Seafood","￥2000～￥2999",NA,3.01,3.01,NA,6,35.0286314545673,135.778022534342
"266","daikouen  ","大香園","Tambaguchi","Yakiniku (BBQ Beef)","Korean cuisine","￥4000～￥4999",NA,3.21,3.21,NA,16,34.9987151466086,135.742588521201
"267","Gounotora  ","五黄の寅","Shijo","Izakaya (Tavern)","Nihonshu (Japanese sake)","￥3000～￥3999",NA,3.16,3.16,NA,9,35.0025508204389,135.756944652324
"268","Bejotamuamua  ","ベジョータ ムアムア 烏丸三条店","Karasuma Oike","Bar","Western (Others)","￥3000～￥3999",NA,3.1,3.1,NA,16,35.0085174661826,135.760477973056
"269","Ichibakouji  ","市場小路 寺町本店","Kawaramachi","Izakaya (Tavern)","Steak","￥3000～￥3999","￥1000～￥1999",3.51,3.5,3.5,69,35.0052579227962,135.766659276441
"270","shioriyaichie  ","栞屋一會","Kyoto Shiyakusho Mae","Izakaya (Tavern)","Nihonshu (Japanese sake)","￥4000～￥4999",NA,3.07,3.07,3.07,19,35.0112406861844,135.770665334948
"271","Kitayama  ","きた山 本店","Gion Shijo","Hot Pot (other)","Kyoto Cuisine","￥5000～￥5999","￥2000～￥2999",3.02,3.02,NA,5,35.002975569942,135.770782932183
"272","Tempurashinjukutsunahachi  ","天ぷら新宿つな八 京都店","Kawaramachi","Tempura","Kaiseki (Traditional Japanese)","￥4000～￥4999","￥1000～￥1999",3.02,3.02,3.02,17,35.0032062235375,135.768132581881
"273","yakinikuajidouraku  ","焼肉味道楽","Higashi Maizuru","Yakiniku (BBQ Beef)","Seafood","￥3000～￥3999",NA,3.06,3.06,NA,2,35.469724811884,135.395291789126
"274","IL TOBANCHI  ","イル トバンキ","Karasuma Oike","Bar","Italian","￥3000～￥3999",NA,3.18,3.16,3.08,15,35.0081926739393,135.75448043055
"275","Shikinoajisugiura  ","四季の味すぎうら 蛸薬師店","Karasuma","Izakaya (Tavern)","Seafood","￥4000～￥4999",NA,3.15,3.14,3.07,17,35.0063332547144,135.760440854482
"276","Kyoutoyakitoriseisakujo  ","京都焼鳥製作所","Kawaramachi","Yakitori (Grilled chicken)","Fowl","￥3000～￥3999",NA,3.29,3.29,NA,17,35.0025548324267,135.766148745556
"277","arashiyamakushibun  ","嵐山 串文","Shijo","Kushi-age (Fried Skewer)","Izakaya (Tavern)","￥3000～￥3999",NA,3.21,3.21,3.02,14,35.0035746010211,135.757013210605
"278","Toriasa  ","鳥あさ","Karasuma","Izakaya (Tavern)","Yakitori (Grilled chicken)","￥3000～￥3999"," ～￥999",3.09,3.08,3.13,23,35.004073490731,135.760115152241
"279","zensekikoshitsuizakayawazakurahitohira  ","全席個室居酒屋 和桜ひとひら 京都駅前店","Kyoto","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.02,3.02,NA,11,34.989950559467,135.760263012429
"280","saredowa  ","310 saredowa","Kyoto","Izakaya (Tavern)","Creative cuisine","￥3000～￥3999",NA,3.38,3.38,NA,11,34.9885642285296,135.755091561303
"281","gyokouchokusoukaisensakabaanji  ","漁港直送 海鮮酒場 あんじ 麩屋町綾小路店","Kawaramachi","Izakaya (Tavern)","Seafood","￥3000～￥3999",NA,3.53,3.53,3,83,35.0025773585975,135.765652816779
